id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_il_6m,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,issue_d
null,null,18000,18000,18000, 36 months, 12.99%,606.41,C,C2,Assistant Property Manager,10+ years,RENT,53000,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,303xx,GA,13.09,0,Aug-1994,0,36,null,10,0,9831,47%,19,w,10852.44,10852.44,9676.58,9676.58,7147.56,2529.02,0,0,0,Aug-2017,606.41,Sep-2017,Aug-2017,0,36,1,INDIVIDUAL,null,null,null,0,0,15477,0,1,1,2,11,5646,78,0,5,3518,55,20900,0,1,0,7,1548,4840,57.2,0,0,101,143,17,11,4,17,null,18,null,1,4,7,4,6,4,7,9,7,10,0,0,0,1,94.7,0,0,0,28417,15477,11300,7200,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,25000,25000,25000, 36 months,  9.75%,803.75,B,B3,Office Manager,8 years,RENT,93000,Not Verified,Current,n,null,null,medical,Medical expenses,105xx,NY,14.6,0,Sep-1997,1,null,null,12,0,19628,34.6%,20,w,14781.59,14781.59,12832.92,12832.92,10218.41,2614.51,0,0,0,Aug-2017,803.75,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,41881,2,1,0,1,19,22045,77,3,3,5046,46,56800,1,0,1,5,3490,25405,26.8,0,0,116,222,5,5,1,5,null,6,null,0,3,6,5,8,5,10,13,6,12,0,0,0,3,100,0,0,0,90893,41881,34700,28547,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,5625,5625,5625, 36 months, 18.25%,204.07,D,D3,Roads and grounds,10+ years,MORTGAGE,53328,Verified,Current,n,null,null,home_improvement,Home improvement,976xx,OR,10.51,0,Mar-2005,0,67,null,7,0,1773,26.9%,14,f,3496.20,3496.2,3267.66,3267.66,2128.8,1138.86,0,0,0,Aug-2017,204.07,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,2124,156318,3,1,1,3,3,7560,98,3,5,361,65,6600,0,1,0,8,22331,1809,30.4,0,0,121,132,2,2,1,2,81,14,81,0,3,4,3,4,7,5,6,4,7,0,0,0,4,84.6,0,0,0,200449,9333,2600,7704,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,16000,16000,16000, 60 months, 12.99%,363.97,C,C2,Industrial Electrician,10+ years,OWN,120000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,829xx,WY,18.28,0,Oct-1996,0,44,null,9,0,15835,77.2%,16,w,12686.90,12686.9,5800.43,5800.43,3313.1,2487.33,0,0,0,Aug-2017,363.97,Sep-2017,Aug-2017,0,44,1,INDIVIDUAL,null,null,null,0,0,84305,0,4,1,2,7,68470,77,1,4,6408,77,20500,3,6,0,6,9367,287,97.9,0,0,233,208,7,7,0,7,null,16,null,1,3,4,3,3,10,5,6,4,9,0,0,0,2,87.5,100,0,0,104433,84305,14000,83933,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,6000,6000,6000, 36 months, 11.99%,199.26,C,C1,Cashier,10+ years,MORTGAGE,50000,Not Verified,Current,n,null,null,other,Other,936xx,CA,19.71,0,Sep-2005,2,null,72,12,1,3683,32.3%,18,f,3595.96,3595.96,3180.17,3180.17,2404.04,776.13,0,0,0,Aug-2017,199.26,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,162550,1,2,0,1,22,17137,58,2,6,76,51,11400,0,0,4,7,14777,4524,1.7,0,0,109,126,3,3,1,3,null,0,null,0,1,5,3,6,5,9,12,5,12,0,0,0,2,100,0,1,0,192344,20820,4600,29341,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,6275,6275,6275, 36 months, 11.99%,208.39,C,C1,Director,3 years,MORTGAGE,138000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,223xx,VA,20.9,0,May-1988,0,26,null,12,0,25828,69%,21,w,3760.82,3760.82,3325.88,3325.88,2514.18,811.7,0,0,0,Aug-2017,208.39,Sep-2017,Aug-2017,0,32,1,INDIVIDUAL,null,null,null,0,0,829258,0,4,1,2,12,18459,28,2,2,12444,37,33200,0,4,1,4,69105,1799,94.1,0,0,140,334,9,9,2,10,27,9,26,0,3,6,3,6,10,6,9,6,12,0,0,0,3,78.9,100,0,0,990750,44287,21300,66700,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,13150,13150,13150, 36 months, 17.27%,470.61,D,D2,accounts payable associate,9 years,RENT,60000,Source Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,113xx,NY,21.94,0,Jan-1997,0,26,null,8,0,10408,72%,23,w,0.00,0,15555.3908834889,15555.39,13150,2405.39,0,0,0,Jul-2017,8992.08,null,Jul-2017,0,52,1,INDIVIDUAL,null,null,null,0,0,32733,1,2,1,2,9,22325,83,1,3,4178,72,14450,1,1,1,5,4091,2688,87,0,0,142,230,1,1,0,15,26,9,26,1,4,6,5,8,8,6,14,5,8,null,0,0,2,74,75,0,0,41450,32733,10750,27000,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,10000,10000,10000, 36 months,  8.39%,315.17,B,B1,Quality Technician,10+ years,MORTGAGE,45000,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,442xx,OH,20.75,0,Dec-2002,1,null,null,11,0,5163,34%,22,w,5863.31,5863.31,5033.4,5033.4,4136.69,896.71,0,0,0,Aug-2017,315.17,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,111575,2,4,1,3,6,17310,49,1,1,1999,44,15200,1,1,4,4,10143,2501,44.4,0,0,159,131,2,2,1,51,null,0,null,0,1,4,2,7,10,6,11,4,11,0,0,0,2,100,50,0,0,149065,22473,4500,35435,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,5000,5000,5000, 36 months,  9.16%,159.38,B,B2,Assembly ,2 years,MORTGAGE,55000,Not Verified,Current,n,null,null,home_improvement,Home improvement,972xx,OR,37.12,1,Jul-2002,1,16,null,15,0,19171,47.5%,45,w,2945.50,2945.5,2544.99,2544.99,2054.5,490.49,0,0,0,Aug-2017,159.38,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,59421,1,3,0,1,20,40250,48,1,4,12033,48,40400,1,11,3,5,3961,9629,66.6,0,0,136,164,0,0,6,18,null,0,16,0,4,4,6,12,15,12,24,4,15,0,0,0,1,97.7,50,0,0,109574,59421,28800,69174,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,14000,14000,14000, 36 months,  5.32%,421.61,A,A1,Production clerk,3 years,RENT,52000,Source Verified,Current,n,null,null,credit_card,Credit card refinancing,900xx,CA,5.59,0,Dec-1994,0,null,null,12,0,11470,26.9%,33,w,8052.01,8052.01,6737.48,6737.48,5947.99,789.49,0,0,0,Aug-2017,421.61,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,11470,1,0,0,0,34,0,null,4,5,6589,27,42700,1,0,1,5,1043,18330,38.5,0,0,99,255,3,3,0,8,null,8,null,0,3,3,6,12,3,11,28,3,12,0,0,0,4,100,16.7,0,0,42700,11470,29800,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,15000,15000,15000, 36 months,  5.32%,451.73,A,A1,Partner,10+ years,MORTGAGE,200000,Not Verified,Current,n,null,null,credit_card,Credit card refinancing,551xx,MN,10.43,2,Sep-1991,1,10,null,6,0,26408,87.4%,21,w,8214.08,8214.08,7657.24,7657.24,6785.92,871.32,0,0,0,Aug-2017,451.73,Sep-2017,Aug-2017,0,10,1,INDIVIDUAL,null,null,null,0,0,684662,0,1,0,0,70,151086,null,0,0,15136,87,30200,0,0,2,1,136932,3792,87.4,0,0,294,231,56,8,4,97,null,6,13,2,2,2,2,7,5,3,12,2,6,0,0,2,1,84.2,100,0,0,725671,177494,30200,160910,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,18625,18625,18625, 36 months,  6.49%,570.76,A,A2,Manager,10+ years,MORTGAGE,130000,Not Verified,Current,n,null,null,credit_card,Credit card refinancing,495xx,MI,14.66,0,May-1993,1,26,null,12,0,64406,92.7%,18,w,10791.64,10791.64,9118.73,9118.73,7833.36,1285.37,0,0,0,Aug-2017,570.76,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,121406,1,3,1,2,12,24137,81,1,1,12318,80,133800,1,3,1,3,10117,2478,92.7,0,0,126,229,3,3,1,3,26,0,26,0,5,6,5,6,6,6,9,6,12,0,0,0,2,88.9,80,0,0,323985,99968,33800,29741,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,20000,20000,20000, 36 months, 11.47%,659.24,B,B5,Owner,3 years,RENT,60000,Not Verified,Current,n,null,null,credit_card,null,953xx,CA,23.92,0,Nov-2004,1,80,null,11,0,17454,60.8%,25,w,11949.24,11949.24,10522.35,10522.35,8050.76,2471.59,0,0,0,Aug-2017,659.24,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,42859,1,2,0,0,29,25405,59,3,4,5281,60,28700,2,1,2,4,3896,6104,70.7,0,0,120,136,2,2,0,2,null,1,null,0,5,8,5,10,4,9,20,8,11,0,0,0,3,96,60,0,0,72073,42859,20800,43373,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,7200,7200,7200, 36 months,  9.16%,229.5,B,B2,Sr Specialist-Business Mgmt,10+ years,RENT,83666,Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,300xx,GA,13.2,0,Sep-1998,0,30,64,8,3,2941,28.8%,31,w,0.00,0,7832.1780321408,7832.18,7200,632.18,0,0,0,May-2017,5085.51,null,May-2017,0,30,1,INDIVIDUAL,null,null,null,0,0,22706,2,3,1,2,4,19765,69,4,5,1291,58,10200,0,1,4,7,2838,4709,21.5,0,0,210,177,1,1,1,1,30,3,30,4,1,4,1,7,17,5,13,4,8,0,0,0,5,93.1,0,0,3,38944,22706,6000,28744,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,10000,10000,10000, 36 months, 13.67%,340.18,C,C3,Line Operator ,2 years,RENT,25000,Source Verified,Current,n,null,null,credit_card,Credit card refinancing,135xx,NY,17.81,0,Nov-2012,0,null,null,11,0,10023,53.9%,11,w,6053.42,6053.42,5427.69,5427.69,3946.58,1481.11,0,0,0,Aug-2017,340.18,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,10023,3,0,0,0,null,0,null,5,7,2365,54,18600,0,0,0,7,911,2455,76.8,0,0,null,40,4,4,0,4,null,19,null,0,5,8,5,5,0,11,11,8,11,0,0,0,5,100,80,0,0,18600,10023,10600,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,12000,12000,12000, 36 months,  8.39%,378.2,B,B1,Head Golf Professional ,6 years,MORTGAGE,40000,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,160xx,PA,27.66,0,Jun-2003,0,null,null,12,0,7765,39.8%,17,w,7036.04,7036.04,6040.01,6040.01,4963.96,1076.05,0,0,0,Aug-2017,378.2,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,126772,1,6,0,2,14,27682,78,1,2,2854,65,19500,0,0,0,4,11525,5681,45.9,0,0,153,84,3,3,1,3,null,13,null,0,3,4,3,4,8,5,8,4,12,0,0,0,1,100,0,0,0,157164,35447,10500,35414,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,7000,7000,7000, 36 months,  7.39%,217.4,A,A4,Software Developer/Manager,10+ years,MORTGAGE,115000,Source Verified,Current,n,null,null,home_improvement,Home improvement,630xx,MO,15.43,0,Oct-1998,1,72,64,11,1,10903,47.4%,32,w,4078.75,4078.75,3472.65,3472.65,2921.25,551.4,0,0,0,Aug-2017,217.4,Sep-2017,Aug-2017,0,72,1,INDIVIDUAL,null,null,null,0,0,44439,1,3,1,2,10,33536,61,1,1,4956,57,23000,0,7,1,3,5555,1072,87.5,0,0,143,209,5,5,5,35,null,5,72,3,2,5,3,8,11,8,16,5,10,0,0,0,2,80.8,100,1,0,77957,44439,8600,54957,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,16000,16000,16000, 60 months,  8.39%,327.42,B,B1,Pharmacy tech ,10+ years,MORTGAGE,38293.95,Verified,Current,n,null,null,debt_consolidation,Debt consolidation,423xx,KY,20.5,0,Aug-2007,0,null,null,11,0,240,1.3%,17,w,12364.26,12364.26,5223.8,5223.8,3635.74,1588.06,0,0,0,Aug-2017,327.42,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,306,144507,0,2,0,2,15,30293,80,1,3,0,54,18400,1,2,0,5,13137,15100,0,0,0,103,92,8,8,1,18,null,15,null,0,0,1,4,6,6,8,10,1,11,0,0,0,1,100,0,0,0,178679,30533,15100,37831,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,2000,2000,2000, 36 months, 11.99%,66.42,C,C1,Teacher,6 years,RENT,55000,Source Verified,Current,n,null,null,vacation,Vacation,276xx,NC,25.81,2,Sep-2004,1,15,null,16,0,8160,62.8%,39,f,1198.65,1198.65,1060.06,1060.06,801.35,258.71,0,0,0,Aug-2017,66.42,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,61306,2,8,2,3,6,53146,80,2,2,1432,77,13000,0,3,1,5,4379,1235,64.7,0,0,138,127,5,5,0,5,15,5,15,0,2,3,3,9,19,8,20,3,16,0,0,0,4,94.7,66.7,0,0,79828,61306,3500,66828,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,15600,15600,15600, 36 months,  8.39%,491.66,B,B1,Operations Manager,6 years,RENT,50000,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,207xx,MD,7.15,0,Dec-2004,0,40,null,8,0,2001,22.2%,21,w,9146.85,9146.85,7852.02,7852.02,6453.15,1398.87,0,0,0,Aug-2017,491.66,Sep-2017,Aug-2017,0,56,1,INDIVIDUAL,null,null,null,0,0,209003,1,2,0,1,15,6308,55,2,2,1098,41,9000,0,0,0,4,26125,5499,26.7,0,0,135,123,3,3,1,3,60,20,60,2,3,3,3,7,11,5,9,3,8,0,0,0,2,71.4,0,0,0,226576,8309,7500,11380,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,4500,4500,4500, 36 months,  6.97%,138.89,A,A3,Mech,10+ years,MORTGAGE,72000,Source Verified,Current,n,null,null,home_improvement,Home improvement,761xx,TX,12.57,1,Feb-1998,0,4,null,7,0,5193,35.1%,16,w,2615.20,2615.2,2218.76,2218.76,1884.8,333.96,0,0,0,Aug-2017,138.89,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,248,76158,1,3,1,2,11,14248,45,1,2,797,42,14800,0,4,1,4,10880,2203,26.6,0,0,97,74,5,5,2,5,null,11,4,0,1,2,1,1,6,3,8,2,7,0,0,0,2,93.7,0,0,0,114114,19441,3000,31725,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,15000,15000,15000, 36 months,  9.75%,482.25,B,B3,Senior Data Integrity,10+ years,RENT,60000,Verified,Current,n,null,null,credit_card,null,890xx,NV,26.24,0,Mar-2003,3,null,76,19,1,20159,58%,32,w,8868.95,8868.95,7699.75,7699.75,6131.05,1568.7,0,0,0,Aug-2017,482.25,Sep-2017,Aug-2017,0,76,1,INDIVIDUAL,null,null,null,0,0,215244,2,1,0,1,14,26473,82,4,8,4836,58,34850,0,1,3,9,12661,4688,83,0,0,121,156,5,5,2,11,null,0,null,0,4,15,4,8,5,15,25,11,17,null,0,0,4,78,75,1,0,250046,46632,18750,32161,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,28000,28000,28000, 36 months, 10.75%,913.38,B,B4,Controller,3 years,RENT,126000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,220xx,VA,26.04,0,Nov-1982,0,64,null,16,0,139041,92.7%,26,w,16656.35,16656.35,14580.64,14580.64,11343.65,3236.99,0,0,0,Aug-2017,913.38,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,139041,0,0,0,0,126,0,null,0,0,20594,93,210200,0,0,0,0,8690,7974,92.4,0,0,130,400,56,56,1,56,null,null,null,0,13,15,14,18,3,16,22,15,16,0,0,0,0,96.2,85.7,0,0,210200,139041,105200,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,30000,30000,30000, 60 months, 11.47%,659.33,B,B5,Registered Nurse,1 year,MORTGAGE,72000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,446xx,OH,22.63,0,Nov-1989,2,55,null,13,0,23034,46.9%,42,w,23591.70,23591.7,10511.05,10511.05,6408.3,4102.75,0,0,0,Aug-2017,659.33,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,50279,1,3,0,1,24,27245,73,2,4,9727,58,49100,3,0,4,6,3868,3311,86.5,0,0,160,316,4,4,3,9,null,0,null,0,3,6,5,13,12,10,27,6,13,0,0,0,2,97.6,60,0,0,86640,50279,24600,37540,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,15000,15000,15000, 36 months,  9.16%,478.12,B,B2,mainteance,2 years,MORTGAGE,55000,Source Verified,Current,n,null,null,home_improvement,Home improvement,285xx,NC,12.5,0,Dec-2003,0,null,null,5,0,5626,58.6%,8,w,8836.84,8836.84,7634.65,7634.65,6163.16,1471.49,0,0,0,Aug-2017,478.12,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,403,96061,0,1,0,0,28,12499,58,0,2,1287,58,9600,0,0,0,2,19212,113,91.9,0,0,147,54,19,19,1,54,null,17,null,0,1,3,1,1,4,3,3,3,5,0,0,0,0,100,100,0,0,119833,18125,1400,21421,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,12000,12000,12000, 36 months, 16.29%,423.61,D,D1,owner,10+ years,MORTGAGE,100000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,333xx,FL,11.74,0,Jun-2005,1,null,66,7,3,1275,16.6%,13,f,7375.81,7375.81,6756.04,6756.04,4624.19,2131.85,0,0,0,Aug-2017,423.61,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,31253,3,3,2,3,2,29978,80,3,3,766,69,7700,0,2,4,6,5209,6425,16.6,0,0,129,128,3,2,1,3,null,5,null,0,2,2,3,7,4,4,8,2,7,0,0,0,5,100,0,3,0,45308,31253,7700,37608,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,17500,17500,17500, 36 months, 13.67%,595.31,C,C3,Biostatistician,2 years,RENT,46000,Source Verified,Current,n,null,null,credit_card,Credit card refinancing,631xx,MO,38.29,0,Sep-2005,0,31,null,33,0,18847,62.6%,58,w,10593.57,10593.57,9498.38,9498.38,6906.43,2591.95,0,0,0,Aug-2017,595.31,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,273269,1,24,0,1,23,254422,107,2,2,5988,102,30100,1,0,2,3,8540,10393,62.2,0,0,126,119,5,5,0,5,31,9,31,0,5,7,6,7,48,9,10,7,33,0,0,0,2,95.7,66.7,0,0,269059,273269,27500,238959,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,24000,24000,24000, 60 months, 15.31%,574.88,C,C5,Account Manager,5 years,MORTGAGE,90000,Not Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,554xx,MN,13.75,0,Jun-2003,0,53,null,8,0,23518,97.2%,24,w,0.00,0,25044.92,25044.92,24000,1044.92,0,0,0,Jul-2016,23935.99,null,Aug-2017,0,53,1,INDIVIDUAL,null,null,null,0,0,316302,2,2,2,2,9,14358,78,0,1,8800,89,24200,0,2,3,6,39538,320,97.8,0,0,129,126,13,3,6,100,null,5,null,1,2,5,2,8,6,5,12,5,8,0,0,0,4,95.8,100,0,0,321817,37876,14500,18365,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,10000,10000,9950, 36 months, 16.29%,353.01,D,D1,Analyst,10+ years,OWN,80000,Source Verified,Current,n,null,null,home_improvement,Home improvement,010xx,MA,26.93,0,May-1992,0,24,null,21,0,15139,63.3%,27,f,6146.48,6115.75,5630.06,5601.91,3853.52,1776.54,0,0,0,Aug-2017,353.01,Sep-2017,Aug-2017,0,25,1,INDIVIDUAL,null,null,null,0,0,42523,1,3,2,2,6,27384,62,5,18,3538,63,23900,0,0,2,20,2362,985,85.5,0,0,48,257,7,6,1,7,24,11,24,2,6,14,6,10,3,18,23,14,21,0,0,0,7,85.2,66.7,0,0,68088,42523,6800,44188,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,10000,10000,10000, 36 months, 14.46%,344.02,C,C4,RN,2 years,MORTGAGE,50000,Source Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,584xx,ND,7.2,0,Oct-2000,1,49,26,17,2,8849,61.9%,40,w,0.00,0,11325.0455376966,11325.05,10000,1325.05,0,0,0,Apr-2017,7556.9,null,Apr-2017,0,49,1,INDIVIDUAL,null,null,null,0,14636,51774,6,6,2,2,6,42925,85,6,8,3262,80,14300,0,0,2,10,3046,1272,84.7,0,0,147,185,4,4,1,4,71,4,67,4,3,6,4,10,10,11,29,6,17,0,0,0,8,87.5,75,0,1,64753,51774,8300,50453,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,13000,13000,13000, 36 months, 11.99%,431.73,C,C1,Technician,5 years,RENT,50000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,344xx,FL,1.78,0,Jul-1999,0,75,null,3,0,3202,26.7%,5,w,7791.26,7791.26,6903.34,6903.34,5208.74,1694.6,0,0,0,Aug-2017,431.73,Sep-2017,Aug-2017,1,75,1,INDIVIDUAL,null,null,null,0,0,3202,1,0,0,0,null,0,null,1,1,1691,27,12000,0,0,0,1,1067,1298,71.2,0,0,null,162,2,2,0,44,null,null,null,1,2,2,2,2,0,3,4,2,3,0,0,0,1,80,50,0,0,12000,3202,4500,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,9600,9600,9600, 36 months, 10.75%,313.16,B,B4,Administrator,1 year,RENT,65000,Verified,Late (31-120 days),n,null,null,debt_consolidation,null,331xx,FL,21.14,0,Apr-1998,1,null,null,11,0,14325,45.6%,30,w,5970.41,5970.41,4685.93,4685.93,3629.59,1056.34,0,0,0,Jul-2017,313.16,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,24771,4,2,1,2,1,10446,72,3,6,8780,54,31400,0,1,1,8,2252,3077,79.2,0,0,89,215,1,1,1,1,null,1,null,0,3,8,3,7,5,9,24,8,11,0,0,0,4,100,33.3,0,0,45909,24771,14800,14509,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,15000,15000,15000, 36 months, 11.47%,494.43,B,B5,Sr. Technician,3 years,RENT,68000,Source Verified,Late (31-120 days),n,null,null,debt_consolidation,Debt consolidation,921xx,CA,19.5,0,Sep-2008,1,36,null,10,0,6750,81.3%,15,w,10167.64,10167.64,6408.47,6408.47,4832.36,1576.11,0,0,0,May-2017,494.43,Sep-2017,Aug-2017,0,36,1,INDIVIDUAL,null,null,null,0,0,42980,0,1,0,1,15,36230,null,1,4,2481,81,8300,2,0,2,5,4776,140,97.5,0,0,90,51,8,8,0,18,null,0,36,0,3,6,4,5,4,9,11,6,10,0,0,0,1,100,100,0,0,60367,42980,5500,52067,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
